,_id,CATEGORY,DASH_CATEGORY
1858,5f2bca45ba0be61b0c1d3582,NULL,M1
1859,5f2bca45ba0be61b0c1d3585,NULL,M1
1860,5f2bca45ba0be61b0c1d358f,NULL,M1
1861,5f2bca45ba0be61b0c1d359b,NULL,M1
1862,5f2bca45ba0be61b0c1d359f,NULL,M1
1865,5f2bca45ba0be61b0c1d35cf,NULL,M1
1871,5f2bca46ba0be61b0c1d3656,NULL,M1
1873,5f2bca46ba0be61b0c1d368a,NULL,M1
1875,5f2bca46ba0be61b0c1d36d0,NULL,M1
1878,5f2bca46ba0be61b0c1d36f8,NULL,M1
1883,5f2bca46ba0be61b0c1d3741,NULL,M1
1887,5f2bca46ba0be61b0c1d3752,NULL,M1
1893,5f2bca46ba0be61b0c1d37af,NULL,M1
1895,5f2bca46ba0be61b0c1d37be,NULL,M1
1898,5f2bca46ba0be61b0c1d37db,NULL,M1
1901,5f2bca46ba0be61b0c1d37f1,NULL,M1
1902,5f2bca46ba0be61b0c1d37fa,NULL,M1
1904,5f2bca46ba0be61b0c1d37fd,NULL,M1
1922,5f2bca46ba0be61b0c1d38e5,NULL,M1
1923,5f2bca46ba0be61b0c1d38e6,NULL,M1
1931,5f2bca46ba0be61b0c1d395e,NULL,M1
1934,5f2bca46ba0be61b0c1d396e,NULL,M1
1947,5f2bca47ba0be61b0c1d3a10,NULL,M1
1949,5f2bca47ba0be61b0c1d3a2c,NULL,M1
1954,5f2bca48ba0be61b0c1d3a7b,NULL,M1
1958,5f2bca48ba0be61b0c1d3abc,NULL,M1
1959,5f2bca48ba0be61b0c1d3abf,NULL,M1
1973,5f2bca48ba0be61b0c1d3b94,NULL,M1
1978,5f2bca48ba0be61b0c1d3bd0,NULL,M1
1980,5f2bca48ba0be61b0c1d3be6,NULL,M1
1987,5f2bca48ba0be61b0c1d3c24,NULL,M1
1991,5f2bca48ba0be61b0c1d3cba,NULL,M1
1995,5f2bca49ba0be61b0c1d3e20,NULL,M1
1996,5f2bca49ba0be61b0c1d3e4b,NULL,M1
1997,5f2bca49ba0be61b0c1d3eb8,NULL,M1
1998,5f2bca49ba0be61b0c1d3f12,NULL,M1
1999,5f2bca49ba0be61b0c1d3f89,NULL,M1
2000,5f2bca49ba0be61b0c1d4003,NULL,M1
2001,5f2bca49ba0be61b0c1d4047,NULL,M1
2003,5f2bca49ba0be61b0c1d4084,NULL,M1
2007,5f2bca4bba0be61b0c1d41ac,NULL,M1
2008,5f2bca4bba0be61b0c1d41ed,NULL,M1
2010,5f2bca4bba0be61b0c1d432d,NULL,M1
2011,5f2bca4bba0be61b0c1d4345,NULL,M1
2014,5f2bca4bba0be61b0c1d442c,NULL,M1
2169,5f2bca50ba0be61b0c1d54f2,NULL,M1
2171,5f2bca52ba0be61b0c1d57a4,NULL,M1
2172,5f2bca52ba0be61b0c1d5818,NULL,M1
2173,5f2bca52ba0be61b0c1d58ec,NULL,M1
2175,5f2bca53ba0be61b0c1d5af2,NULL,M1
2177,5f2bca53ba0be61b0c1d5c64,NULL,M1
2179,5f2bca54ba0be61b0c1d5d48,NULL,M1
2182,5f2bca54ba0be61b0c1d5f7a,NULL,M1
2183,5f2bca54ba0be61b0c1d5fb5,NULL,M1
2185,5f2bca57ba0be61b0c1d61eb,NULL,M1
2186,5f2bca57ba0be61b0c1d6254,NULL,M1
2188,5f2bca57ba0be61b0c1d63d2,NULL,M1
2189,5f2bca57ba0be61b0c1d640a,NULL,M1
2190,5f2bca57ba0be61b0c1d6455,NULL,M1
2194,5f2bca5aba0be61b0c1d6a31,NULL,M1
2195,5f2bca5aba0be61b0c1d6a65,NULL,M1
2196,5f2bca5aba0be61b0c1d6ae6,NULL,M1
2199,5f2bca5bba0be61b0c1d6b8e,NULL,M1
2203,5f2bca5bba0be61b0c1d6c92,NULL,M1
2211,5f2bca5bba0be61b0c1d6e15,NULL,M1
2216,5f2bca5cba0be61b0c1d6fe2,NULL,M1
2218,5f2bca5cba0be61b0c1d7078,NULL,M1
2222,5f2bca5cba0be61b0c1d7116,NULL,M1
2225,5f2bca5cba0be61b0c1d71ed,NULL,M1
2228,5f2bca5cba0be61b0c1d725c,NULL,M1
2230,5f2bca5cba0be61b0c1d727e,NULL,M1
2232,5f2bca5cba0be61b0c1d73ca,NULL,M1
